ticket_type,order_ref,shirt_size,school,checkin_first,checkin_last
Berkeley Hacker [Waitlist],5HSR,Male M         ,"University of California, Berkeley",1477461873,1478963789
Berkeley Hacker [Waitlist],9IGK,Male M         ,"University of California, Berkeley",1477461873,1478845095
Berkeley Hacker [Waitlist],TAV5,Male S         ,"University of California, Berkeley",1477461874,1477461942
Berkeley Hacker,5ZY9,Male L         ,"University of California, Berkeley",1477461874,1478925058
Berkeley Hacker,CFAX,Male M         ,"University of California, Berkeley",1477461876,1478918954
Berkeley Hacker [Waitlist],VD6N,Female M       ,"University of California, Berkeley",1477461878,1477461958
Berkeley Hacker [Waitlist],T6SA,Female M       ,"University of California, Berkeley",1477461878,1477461933
Berkeley Hacker [Waitlist],IJ71,Male L         ,"University of California, Berkeley",1477461879,1477462221
Berkeley Hacker [Waitlist],DFDX,Male M         ,"University of California, Berkeley",1477461881,1477462123
Berkeley Hacker [Waitlist],3FOI,Male XS        ,"University of California, Berkeley",1477461882,1477461947
Berkeley Hacker [Waitlist],QL6Z,Female M       ,"University of California, Berkeley",1477461882,1477461947
Berkeley Hacker,UICZ,Female XS      ,"University of California, Berkeley",1477461883,1478552588
Berkeley Hacker [Waitlist],5FGN,Female S       ,"University of California, Berkeley",1477461883,1477462118
Berkeley Hacker [Waitlist],5ILS,Female S       ,"University of California, Berkeley",1477461883,1477461935
Berkeley Hacker [Waitlist],W1FM,Male XL        ,"University of California, Berkeley",1477461885,1477461959
Berkeley Hacker [Waitlist],O4XE,Male M         ,"University of California, Berkeley",1477461886,1477461948
Berkeley Hacker [Waitlist],XQLS,Male S         ,"University of California, Berkeley",1477461886,1478965442
Berkeley Hacker [Waitlist],7BUH,Male M         ,"University of California, Berkeley",1477461887,1477462072
Berkeley Hacker,ANCY,Male XL        ,"University of California, Berkeley",1477461888,1478928243
Berkeley Hacker,KQDU,Female S       ,"University of California, Berkeley",1477461888,1478922999
Berkeley Hacker [Waitlist],QVAQ,Male M         ,"University of California, Berkeley",1477461889,1477461982
California Hacker,N2WA,Female M       ,San Jose State,1477461889,1478924448
Berkeley Hacker [Waitlist],63V4,Male M         ,"University of California, Berkeley",1477461890,1477469823
Berkeley Hacker [Waitlist],C9DM,Female S       ,"University of California, Berkeley",1477461891,1477461995
Berkeley Hacker,OK9E,Female S       ,"University of California, Berkeley",1477461895,1478924475
Berkeley Hacker [Waitlist],7EQG,Male S         ,"University of California, Berkeley",1477461896,1479006742
Berkeley Hacker [Waitlist],BT2V,Male M         ,"University of California, Berkeley",1477461898,1478932771
Berkeley Hacker [Waitlist],FCH9,Male M         ,"University of California, Berkeley",1477461899,1477461957
Berkeley Hacker,4WP7,Male M         ,"University of California, Berkeley",1477461902,1478845111
Berkeley Hacker [Waitlist],IFJZ,Female S       ,"University of California, Berkeley",1477461902,1477531151
Berkeley Hacker [Waitlist],BKHL,Male L         ,"University of California, Berkeley",1477461903,1477462054
Berkeley Hacker [Waitlist],9DR9,Male S         ,"University of California, Berkeley",1477461904,1478679327
Berkeley Hacker [Waitlist],UF2S,Female M       ,"University of California, Berkeley",1477461904,1477462020
Berkeley Hacker [Waitlist],43PC,Male XL        ,"University of California, Berkeley",1477461904,1477461952
Berkeley Hacker [Waitlist],TUNT,Male M         ,"University of California, Berkeley",1477461904,1477462371
Berkeley Hacker [Waitlist],9WEQ,Female S       ,"University of California, Berkeley",1477461905,1477462168
Berkeley Hacker [Waitlist],GAOD,Male M         ,"University of California, Berkeley",1477461905,1477461944
California Hacker [Waitlist],FBCL,Male M         ,"University of California, Merced",1477461905,1478595525
Berkeley Hacker [Waitlist],SXRQ,Female M       ,"University of California, Berkeley",1477461907,1477550685
Berkeley Hacker [Waitlist],OPK2,Male S         ,"University of California, Berkeley",1477461907,1477462123
Berkeley Hacker,2CY8,Male S         ,"University of California, Berkeley",1477461907,1478925142
Berkeley Hacker [Waitlist],DYL4,Male S         ,"University of California, Berkeley",1477461908,1477462046
Berkeley Hacker [Waitlist],DSOJ,Male L         ,"University of California, Berkeley",1477461909,1477462019
Berkeley Hacker [Waitlist],7AJQ,Male S         ,"University of California, Berkeley",1477461909,1478932186
Berkeley Hacker [Waitlist],S5CY,Male M         ,"University of California, Berkeley",1477461910,1477461969
Berkeley Hacker,OGXT,Female S       ,"University of California, Berkeley",1477461910,1478923350
Berkeley Hacker [Waitlist],6IRW,Male S         ,"University of California, Berkeley",1477461910,1477462066
Berkeley Hacker,VS1M,Male M         ,"University of California, Berkeley",1477461912,1478924450
Berkeley Hacker [Waitlist],UWTT,Female XS      ,"University of California, Berkeley",1477461912,1478932656
Berkeley Hacker [Waitlist],8XQM,Male M         ,"University of California, Berkeley",1477461915,1477462041
Berkeley Hacker [Waitlist],JDDJ,Male S         ,"University of California, Berkeley",1477461915,1478932791
Berkeley Hacker,NUPD,Male S         ,"University of California, Berkeley",1477461916,1478924513
Berkeley Hacker,5JV5,Female M       ,"University of California, Berkeley",1477461917,1478923177
California Hacker,PWIE,Male XL        ,University of Southern California,1477461917,1478918982
California Hacker [Waitlist],AK3F,Female S       ,University of Southern California,1477461919,1477461962
Berkeley Hacker [Waitlist],PAPL,Male M         ,"University of California, Berkeley",1477461919,1477462201
Berkeley Hacker,9SPC,Male S         ,"University of California, Berkeley",1477461920,1478925046
Berkeley Hacker [Waitlist],JWYJ,Male M         ,"University of California, Berkeley",1477461922,1477461984
Berkeley Hacker [Waitlist],2BG2,Male M         ,"University of California, Berkeley",1477461922,1478962636
Berkeley Hacker [Waitlist],DMIT,Female S       ,"University of California, Berkeley",1477461922,1478932380
Berkeley Hacker,ZY5R,Male S         ,"University of California, Berkeley",1477461922,1478924195
Berkeley Hacker [Waitlist],URP9,Male S         ,"University of California, Berkeley",1477461923,1477461982
Berkeley Hacker [Waitlist],CCKV,Male S         ,"University of California, Berkeley",1477461923,1477461969
Berkeley Hacker,U2Q6,Female S       ,"University of California, Berkeley",1477461923,1477461989
Berkeley Hacker,UTQ2,Male M         ,"University of California, Berkeley",1477461924,1478925208
Berkeley Hacker [Waitlist],MDN0,Male L         ,"University of California, Berkeley",1477461924,1477462188
Berkeley Hacker [Waitlist],1IDC,Female S       ,"University of California, Berkeley",1477461925,1477462003
Berkeley Hacker,MS5C,Male M         ,"University of California, Berkeley",1477461925,1478925711
Berkeley Hacker [Waitlist],CDWC,Male M         ,"University of California, Berkeley",1477461926,1477461966
Berkeley Hacker,RTI6,Male L         ,"University of California, Berkeley",1477461927,1477461988
Berkeley Hacker,4KGX,Female M       ,"University of California, Berkeley",1477461928,1478927017
Berkeley Hacker [Waitlist],XOAJ,Male M         ,"University of California, Berkeley",1477461929,1478917579
Berkeley Hacker [Waitlist],RXZM,Male M         ,"University of California, Berkeley",1477461931,1477462099
Berkeley Hacker [Waitlist],BK8K,Male M         ,"University of California, Berkeley",1477461932,1477461971
Berkeley Hacker,OMOM,Male L         ,"University of California, Berkeley",1477461933,1478924890
Berkeley Hacker [Waitlist],0DIF,Male M         ,"University of California, Berkeley",1477461934,1477461974
California Hacker [Waitlist],ZR71,Male L         ,None,1477461934,1477463839
Berkeley Hacker,Z8YC,Female M       ,"University of California, Berkeley",1477461936,1478925122
Berkeley Hacker [Waitlist],S1UM,Female S       ,"University of California, Berkeley",1477461936,1477462002
Berkeley Hacker,JA6K,Male M         ,"University of California, Berkeley",1477461937,1477462108
Berkeley Hacker [Waitlist],QPK3,Male M         ,"University of California, Berkeley",1477461938,1477462006
Berkeley Hacker [Waitlist],Q4SU,,"University of California, Berkeley",1477461939,1477461939
Berkeley Hacker [Waitlist],NX36,Male L         ,"University of California, Berkeley",1477461939,1477462072
Berkeley Hacker [Waitlist],LD1K,Female M       ,"University of California, Berkeley",1477461940,1477462062
Berkeley Hacker [Waitlist],T9PF,Female S       ,"University of California, Berkeley",1477461941,1477462159
Berkeley Hacker [Waitlist],9J2C,Male M         ,"University of California, Berkeley",1477461942,1477462303
Berkeley Hacker [Waitlist],YDRR,Male M         ,"University of California, Berkeley",1477461943,1477466224
Berkeley Hacker [Waitlist],XDTJ,Male M         ,"University of California, Berkeley",1477461945,1477462079
Berkeley Hacker [Waitlist],TU9W,Male M         ,"University of California, Berkeley",1477461945,1477462061
Berkeley Hacker [Waitlist],PYJI,Female M       ,"University of California, Berkeley",1477461945,1477462066
Berkeley Hacker,7HEL,Female M       ,"University of California, Berkeley",1477461946,1478924662
Berkeley Hacker [Waitlist],UE73,Male M         ,"University of California, Berkeley",1477461947,1478672262
Berkeley Hacker,RWRF,Male M         ,"University of California, Berkeley",1477461948,1478924730
Berkeley Hacker [Waitlist],YDYK,Female S       ,"University of California, Berkeley",1477461949,1477462021
Berkeley Hacker,L0SK,Male M         ,"University of California, Berkeley",1477461953,1478924940
California Hacker [Waitlist],GCMD,Male L         ,"University of California, Los Angeles",1477461954,1477462269
Berkeley Hacker,QI8E,Male XS        ,"University of California, Berkeley",1477461955,1478926828
Berkeley Hacker [Waitlist],VH2P,Male L         ,"University of California, Berkeley",1477461957,1477462040
California Hacker [Waitlist],AXX5,Male M         ,"University of California, Irvine",1477461957,1477462359
Berkeley Hacker,YJGO,Male L         ,"University of California, Berkeley",1477461957,1478758453
Berkeley Hacker,GZX8,Male M         ,"University of California, Berkeley",1477461959,1477463804
Berkeley Hacker [Waitlist],PWII,Male M         ,"University of California, Berkeley",1477461959,1477462119
California Hacker,7NZE,Male S         ,Stanford University,1477461960,1478921906
Berkeley Hacker [Waitlist],VKZ8,Male M         ,"University of California, Berkeley",1477461963,1477462033
Berkeley Hacker,U44O,Male M         ,"University of California, Berkeley",1477461963,1478924869
Berkeley Hacker [Waitlist],TK6J,Female S       ,"University of California, Berkeley",1477461963,1477462001
Berkeley Hacker,CWSG,Male S         ,"University of California, Berkeley",1477461965,1478932967
Berkeley Hacker [Waitlist],JGHQ,Female S       ,"University of California, Berkeley",1477461966,1477462136
