ticket_type,order_ref,shirt_size,school,checkin_first,checkin_last
California Hacker,YCIG,Male S         ,University of Southern California,1477462348,1478918598
Berkeley Hacker [Waitlist],HDWF,,"University of California, Berkeley",1477462354,1477462354
Berkeley Hacker [Waitlist],5DQM,Female S       ,"University of California, Berkeley",1477462356,1477462407
Berkeley Hacker [Waitlist],BFQT,Male L         ,"University of California, Berkeley",1477462357,1477462985
California Hacker [Waitlist],FB8K,Male M         ,"University of California, Santa Cruz",1477462360,1478923335
California Hacker [Waitlist],V0VJ,Male S         ,"University of California, Davis",1477462365,1478921285
Berkeley Hacker,J2ZW,Male L         ,"University of California, Berkeley",1477462373,1478932877
California Hacker,W9A1,Female S       ,"University of California, Riverside",1477462375,1478919211
Berkeley Hacker [Waitlist],ZIXP,Female M       ,"University of California, Berkeley",1477462376,1478932388
Berkeley Hacker,OOYR,Male M         ,"University of California, Berkeley",1477462379,1478926620
Berkeley Hacker,WWOR,Male M         ,"University of California, Berkeley",1477462382,1478925080
Berkeley Hacker [Waitlist],DAG0,Male L         ,"University of California, Berkeley",1477462390,1477462447
Berkeley Hacker,GY0R,Male L         ,"University of California, Berkeley",1477462391,1478929011
Berkeley Hacker [Waitlist],YNDX,Male L         ,"University of California, Berkeley",1477462402,1477462452
Berkeley Hacker [Waitlist],E1DY,,"University of California, Berkeley",1477462405,1477462417
California Hacker,5ONX,Male M         ,"University of California, San Diego",1477462415,1477468477
Berkeley Hacker,DXQC,Female M       ,"University of California, Berkeley",1477462416,1478925912
Berkeley Hacker [Waitlist],AAPC,,"University of California, Berkeley",1477462416,1477462416
Berkeley Hacker [Waitlist],EXX6,Female S       ,"University of California, Berkeley",1477462422,1477462493
Berkeley Hacker,NBGI,Male M         ,"University of California, Berkeley",1477462427,1478926217
Berkeley Hacker [Waitlist],D8BD,Female S       ,"University of California, Berkeley",1477462427,1477462684
Berkeley Hacker [Waitlist],XWFL,Male M         ,"University of California, Berkeley",1477462428,1477462496
Berkeley Hacker,A3UC,Female S       ,"University of California, Berkeley",1477462436,1478925753
California Hacker [Waitlist],LDUU,Male XL        ,California State University Bakersfield ,1477462436,1478927484
Berkeley Hacker [Waitlist],UFYO,Female XS      ,"University of California, Berkeley",1477462438,1477462481
Berkeley Hacker [Waitlist],VH5D,Female S       ,"University of California, Berkeley",1477462438,1477462507
Berkeley Hacker,A4TW,Male M         ,"University of California, Berkeley",1477462439,1478929393
Berkeley Hacker [Waitlist],S0CH,Male M         ,"University of California, Berkeley",1477462442,1477462539
Berkeley Hacker [Waitlist],Y1DN,Male L         ,"University of California, Berkeley",1477462445,1477462499
Berkeley Hacker,MUUT,Male M         ,"University of California, Berkeley",1477462449,1477462556
Berkeley Hacker [Waitlist],ZN1N,Female S       ,"University of California, Berkeley",1477462449,1477462494
Berkeley Hacker [Waitlist],QA9F,Male M         ,"University of California, Berkeley",1477462451,1477462516
Berkeley Hacker [Waitlist],VJPI,Male M         ,"University of California, Berkeley",1477462451,1477462502
Berkeley Hacker [Waitlist],KZTM,Male S         ,"University of California, Berkeley",1477462453,1477462533
Berkeley Hacker [Waitlist],3WLZ,Male S         ,"University of California, Berkeley",1477462455,1477462505
Berkeley Hacker [Waitlist],Y6HY,Male M         ,"University of California, Berkeley",1477462456,1477462498
Berkeley Hacker,9PKD,Male XL        ,"University of California, Berkeley",1477462459,1478927620
Berkeley Hacker,8SEY,Male M         ,"University of California, Berkeley",1477462467,1478565289
California Hacker [Waitlist],OOB0,Male M         ,Stanford University,1477462468,1478921749
Berkeley Hacker [Waitlist],C3UA,Male XL        ,"University of California, Berkeley",1477462469,1477462574
Berkeley Hacker,MBWR,Female S       ,"University of California, Berkeley",1477462473,1479005532
Berkeley Hacker [Waitlist],AD44,Female S       ,"University of California, Berkeley",1477462480,1477462626
Berkeley Hacker [Waitlist],406N,Female M       ,"University of California, Berkeley",1477462484,1477500311
Berkeley Hacker,YAXE,Male M         ,"University of California, Berkeley",1477462486,1477462568
Berkeley Hacker [Waitlist],RDUM,Male S         ,"University of California, Berkeley",1477462488,1477462552
Berkeley Hacker [Waitlist],YCJJ,Male M         ,"University of California, Berkeley",1477462505,1478932570
Berkeley Hacker,DNB1,Male M         ,"University of California, Berkeley",1477462507,1478923708
California Hacker,VGJL,Male S         ,California Institute of Technology,1477462507,1477462662
Berkeley Hacker [Waitlist],U3W0,Male M         ,"University of California, Berkeley",1477462511,1477462586
Berkeley Hacker [Waitlist],UQMO,Female M       ,"University of California, Berkeley",1477462517,1477462600
Berkeley Hacker,RNDW,Male S         ,"University of California, Berkeley",1477462519,1477462643
Berkeley Hacker [Waitlist],KY4U,Male M         ,"University of California, Berkeley",1477462520,1477462602
California Hacker,5JDA,Male S         ,"University of California, San Diego",1477462524,1477462653
Berkeley Hacker,VHXU,Male M         ,"University of California, Berkeley",1477462528,1478994661
Berkeley Hacker [Waitlist],PQVA,Male S         ,"University of California, Berkeley",1477462530,1477462574
Sponsor Representative,KYOB,,,1478202412,1478202828
Berkeley Hacker [Waitlist],T5HD,Male L         ,"University of California, Berkeley",1477462534,1478964058
Berkeley Hacker [Waitlist],7KRE,Female M       ,"University of California, Berkeley",1477462535,1478941075
California Hacker,RUTS,Male M         ,"University of California, San Diego",1477462537,1477463525
Berkeley Hacker,MQD9,Female S       ,"University of California, Berkeley",1477462550,1478925597
Berkeley Hacker,E6HY,Male S         ,"University of California, Berkeley",1477462551,1477462660
Berkeley Hacker [Waitlist],64O7,Female S       ,"University of California, Berkeley",1477462556,1477498568
Berkeley Hacker,EHNJ,Male M         ,"University of California, Berkeley",1477462560,1478923486
Berkeley Hacker,S0UO,Male M         ,"University of California, Berkeley",1477462570,1478925026
California Hacker,JMGH,Male S         ,"University of California, Santa Cruz",1477462576,1477463391
Berkeley Hacker,POCX,Female S       ,"University of California, Berkeley",1477462576,1477462700
Berkeley Hacker [Waitlist],YXO7,Female M       ,"University of California, Berkeley",1477462583,1478651633
Berkeley Hacker,7WPM,Male M         ,"University of California, Berkeley",1477462587,1478924732
Berkeley Hacker [Waitlist],PUIZ,Male M         ,"University of California, Berkeley",1477462593,1478981700
Berkeley Hacker,2YXK,Male M         ,"University of California, Berkeley",1477462598,1478925000
Berkeley Hacker [Waitlist],NBEL,Male M         ,"University of California, Berkeley",1477462604,1477462743
Berkeley Hacker [Waitlist],EDN6,Female S       ,"University of California, Berkeley",1477462604,1477462662
Berkeley Hacker,ZP0S,Male M         ,"University of California, Berkeley",1477462613,1478924965
Berkeley Hacker [Waitlist],BY1D,Male M         ,"University of California, Berkeley",1477462617,1477462665
Berkeley Hacker,ZGVI,Female XS      ,"University of California, Berkeley",1477462618,1478388697
Volunteer,GS94,Female M       ,,1478466071,1478923740
Berkeley Hacker [Waitlist],8FUQ,Male L         ,"University of California, Berkeley",1477462624,1477462690
Berkeley Hacker [Waitlist],BOYB,Male L         ,"University of California, Berkeley",1477462631,1479006427
Berkeley Hacker [Waitlist],J6Z3,Male L         ,"University of California, Berkeley",1477462635,1477462680
Berkeley Hacker,AWKP,Male L         ,"University of California, Berkeley",1477462646,1478927460
Berkeley Hacker [Waitlist],ACG5,Male M         ,"University of California, Berkeley",1477462648,1477462700
California Hacker,ORB9,Male L         ,San Jose State University,1477462650,1477462893
Berkeley Hacker,FD9W,Male M         ,"University of California, Berkeley",1477462650,1478924214
California Hacker,RR9W,Female S       ,Stanford University,1477462652,1478921839
Berkeley Hacker [Waitlist],U2XH,Male S         ,"University of California, Berkeley",1477462654,1477462749
California Hacker [Waitlist],4GLG,Male M         ,"University of California, Merced",1477462667,1477463981
Berkeley Hacker [Waitlist],6FKA,Female XS      ,"University of California, Berkeley",1477462669,1478500183
Berkeley Hacker,9VTB,Female XS      ,"University of California, Berkeley",1477462670,1478926885
Berkeley Hacker [Waitlist],JSLP,Male M         ,"University of California, Berkeley",1477462671,1477462875
Berkeley Hacker,MAPK,Male M         ,"University of California, Berkeley",1477462672,1478931285
Berkeley Hacker [Waitlist],EDDW,Male M         ,"University of California, Berkeley",1477462673,1477462763
Berkeley Hacker,5XMA,Female S       ,"University of California, Berkeley",1477462675,1478927877
Berkeley Hacker [Waitlist],IB63,Female M       ,"University of California, Berkeley",1477462675,1477463002
California Hacker,CEZL,Female M       ,Stanford University,1477462685,1477462819
California Hacker,QS7D,Female M       ,"University of California, Irvine",1477462691,1478918413
Berkeley Hacker,CMFD,Male M         ,"University of California, Berkeley",1477462694,1478924739
Berkeley Hacker,PUEM,Female M       ,"University of California, Berkeley",1477462696,1478923945
Berkeley Hacker,IJB9,Female S       ,"University of California, Berkeley",1477462703,1478931407
Berkeley Hacker [Waitlist],AK1A,Female M       ,"University of California, Berkeley",1477462703,1477462816
Berkeley Hacker [Waitlist],4UPD,Male M         ,"University of California, Berkeley",1477462707,1477462867
Berkeley Hacker,IY05,Female S       ,"University of California, Berkeley",1477462710,1478928235
Berkeley Hacker [Waitlist],JMGK,Female M       ,"University of California, Berkeley",1477462711,1477462776
California Hacker [Waitlist],MBQ6,Male S         ,"university of california, santa cruz",1477462716,1478924502
Berkeley Hacker,L27S,Female XL      ,"University of California, Berkeley",1477462716,1478930262
California Hacker,PKEH,Male M         ,Stanford University,1477462721,1478924126
Berkeley Hacker [Waitlist],06UU,Male L         ,"University of California, Berkeley",1477462723,1478932603
Berkeley Hacker [Waitlist],KSDQ,Male L         ,"University of California, Berkeley",1477462725,1477505766
Berkeley Hacker,4O8E,Male M         ,"University of California, Berkeley",1477462726,1478924490
Berkeley Hacker [Waitlist],33QX,Male M         ,"University of California, Berkeley",1477462727,1477463037
California Hacker [Waitlist],NDUT,Male M         ,"University of California, San Diego ",1477462740,1478919034
Berkeley Hacker,MX2A,Female S       ,"University of California, Berkeley",1477462740,1478926420
California Hacker [Waitlist],BHMF,Male M         ,"University of California, Los Angeles",1477462741,1477462812
Berkeley Hacker [Waitlist],U9SK,Female M       ,"University of California, Berkeley",1477462753,1477463046
Berkeley Hacker,XE9R,Male M         ,"University of California, Berkeley",1477462756,1478925557
Berkeley Hacker,LJWD,Male L         ,"University of California, Berkeley",1477462757,1478924230
Berkeley Hacker,8PME,Male M         ,"University of California, Berkeley",1477462775,1477462856
Berkeley Hacker,SRGD,Male M         ,"University of California, Berkeley",1477462779,1477462999
California Hacker,UPGE,Male L         ,Minerva Schools at KGI,1477462782,1478929168
Berkeley Hacker [Waitlist],7OL8,Male M         ,"University of California, Berkeley",1477462784,1478932498
Berkeley Hacker [Waitlist],YR0K,Female M       ,"University of California, Berkeley",1477462809,1477462865
California Hacker,2CKT,Male L         ,University of southern california,1477462813,1478918763
Berkeley Hacker [Waitlist],KE7C,Female S       ,"University of California, Berkeley",1477462816,1477462943
Berkeley Hacker,1YJX,Male L         ,"University of California, Berkeley",1477462817,1477463275
Berkeley Hacker [Waitlist],O8QV,Male M         ,"University of California, Berkeley",1477462823,1477462935
Berkeley Hacker [Waitlist],SCBF,Female XS      ,"University of California, Berkeley",1477462826,1477462868
Berkeley Hacker [Waitlist],ZPF8,Male M         ,"University of California, Berkeley",1477462829,1478933056
Berkeley Hacker,E7SO,Female S       ,"University of California, Berkeley",1477462831,1478924412
Berkeley Hacker,TEJL,Female L       ,"University of California, Berkeley",1477462837,1478925519
Berkeley Hacker [Waitlist],TJD2,Male M         ,"University of California, Berkeley",1477462848,1478936480
Berkeley Hacker [Waitlist],ONDV,Male M         ,"University of California, Berkeley",1477462850,1477463106
Berkeley Hacker [Waitlist],PPF7,Male L         ,"University of California, Berkeley",1477462851,1477463001
Berkeley Hacker,ABNB,Male S         ,"University of California, Berkeley",1477462851,1477462947
Berkeley Hacker [Waitlist],OISS,,"University of California, Berkeley",1477462852,1477462852
Berkeley Hacker [Waitlist],EDMD,Female XS      ,"University of California, Berkeley",1477462854,1477462976
Berkeley Hacker [Waitlist],C6BT,Male M         ,"University of California, Berkeley",1477462857,1477463240
Berkeley Hacker,WZPB,Male M         ,"University of California, Berkeley",1477462872,1477462981
Volunteer,QDIE,,,1478914828,1478914878
Berkeley Hacker,M3T7,Male M         ,"University of California, Berkeley",1477462873,1478924063
Berkeley Hacker,TBGI,Male M         ,"University of California, Berkeley",1477462884,1478923913
Berkeley Hacker,4MEX,,"University of California, Berkeley",1477462900,1477462900
Berkeley Hacker [Waitlist],LDJB,Male S         ,"University of California, Berkeley",1477462901,1477463918
California Hacker [Waitlist],URUR,Male S         ,"University of California, Merced",1477462907,1477463092
Berkeley Hacker [Waitlist],ON92,Male S         ,"University of California, Berkeley",1477462907,1477463510
Berkeley Hacker [Waitlist],DOHJ,Female S       ,"University of California, Berkeley",1477462908,1477463111
Berkeley Hacker,53DO,Male L         ,"University of California, Berkeley",1477462913,1478928559
Berkeley Hacker,2WOM,Male M         ,"University of California, Berkeley",1477462916,1478925219
California Hacker [Waitlist],PAHZ,Male L         ,"University of California, Santa Cruz",1477462923,1477463460
Berkeley Hacker,KKGF,Male M         ,"University of California, Berkeley",1477462931,1478925076
Berkeley Hacker,LKT9,Male M         ,"University of California, Berkeley",1477462934,1478926458
Berkeley Hacker [Waitlist],PNVB,Male L         ,"University of California, Berkeley",1477462934,1477463164
Berkeley Hacker [Waitlist],BFCM,Female M       ,"University of California, Berkeley",1477462935,1477463023
Berkeley Hacker,OCP7,Male M         ,"University of California, Berkeley",1477462948,1478925400
Berkeley Hacker [Waitlist],SWHC,Female M       ,"University of California, Berkeley",1477462970,1477463045
Berkeley Hacker,LYUC,Male M         ,"University of California, Berkeley",1477462982,1478931248
Berkeley Hacker [Waitlist],ZTIA,Male L         ,"University of California, Berkeley",1477462998,1477463096
Berkeley Hacker [Waitlist],A30T,Male S         ,"University of California, Berkeley",1477463002,1477463085
Berkeley Hacker [Waitlist],BZD3,Male L         ,"University of California, Berkeley",1477463005,1478969702
California Hacker [Waitlist],3MW4,Male M         ,"University of California, Berkeley",1477463008,1477463132
Berkeley Hacker,YDOD,Male XS        ,"University of California, Berkeley",1477463014,1477463102
California Hacker,CHQ7,Female XS      ,Stanford University,1477463020,1477463936
California Hacker,8DOI,Female M       ,University of Southern California,1477463024,1477463096
Berkeley Hacker,XIKN,Male M         ,"University of California, Berkeley",1477463025,1478927157
Berkeley Hacker [Waitlist],GKQG,Male M         ,"University of California, Berkeley",1477463048,1477463108
California Hacker [Waitlist],9E8Y,Male M         ,Stanford University,1477463050,1477463183
Berkeley Hacker,BZZF,Male M         ,"University of California, Berkeley",1477463051,1478924660
Berkeley Hacker [Waitlist],FL04,Male L         ,"University of California, Berkeley",1477463055,1477463137
Berkeley Hacker,P4P1,,"University of California, Berkeley",1477463059,1477606178
Berkeley Hacker [Waitlist],UJWO,Female XS      ,"University of California, Berkeley",1477463064,1477463111
California Hacker,VVSO,Female M       ,"University of California, Irvine",1477463068,1477463251
Berkeley Hacker,LP07,Male M         ,"University of California, Berkeley",1477463069,1478928168
Berkeley Hacker,C8NX,Male M         ,"University of California, Berkeley",1477463073,1477463193
Berkeley Hacker,ARC6,Male M         ,"University of California, Berkeley",1477463073,1478924564
Berkeley Hacker [Waitlist],MMJZ,,"University of California, Berkeley",1477463080,1477463080
California Hacker,9QS8,Male M         ,"University of California, Santa Barbara",1477463081,1477463190
Berkeley Hacker,7QDU,Male M         ,"University of California, Berkeley",1477463082,1478925103
Berkeley Hacker [Waitlist],DZER,Male M         ,"University of California, Berkeley",1477463083,1477463214
Berkeley Hacker [Waitlist],7VQF,Male M         ,"University of California, Berkeley",1477463093,1477463346
Berkeley Hacker,FZMY,Male M         ,"University of California, Berkeley",1477463101,1478928978
Berkeley Hacker,XDFW,Male L         ,"University of California, Berkeley",1477463104,1478924414
Berkeley Hacker [Waitlist],JKLA,Male M         ,"University of California, Berkeley",1477463105,1477463219
Berkeley Hacker,PRPP,Female S       ,"University of California, Berkeley",1477463109,1478924707
Berkeley Hacker [Waitlist],FZWV,Male S         ,"University of California, Berkeley",1477463111,1477463202
California Hacker,DRFS,Male M         ,"University of California, Los Angeles",1477463111,1478927463
Berkeley Hacker,QLJ9,Female S       ,"University of California, Berkeley",1477463134,1477463335
Berkeley Hacker,AHI6,Female M       ,"University of California, Berkeley",1477463134,1477463283
Berkeley Hacker [Waitlist],THJ8,Male M         ,"University of California, Berkeley",1477463143,1477463231
Berkeley Hacker [Waitlist],YYDM,Male M         ,"University of California, Berkeley",1477463171,1478930604
California Hacker [Waitlist],MIHO,Male M         ,"Cal Poly, San Luis Obispo",1477463171,1477463546
Berkeley Hacker [Waitlist],UPN5,Male M         ,"University of California, Berkeley",1477463185,1477463259
California Hacker [Waitlist],BDWB,Female XS      ,"University of California, Irvine",1477463188,1478884862
Berkeley Hacker [Waitlist],ERE6,Male M         ,"University of California, Berkeley",1477463193,1477463333
Berkeley Hacker [Waitlist],DHQ9,,"University of California, Berkeley",1477463194,1477463194
California Hacker,DCDC,Male S         ,"University of California, San Diego",1477463198,1478925767
Berkeley Hacker,7QME,Female S       ,"University of California, Berkeley",1477463203,1477463318
Berkeley Hacker [Waitlist],JCN5,Female S       ,"University of California, Berkeley",1477463206,1477463386
California Hacker [Waitlist],25IQ,Male M         ,San Jose State University,1477463209,1477602380
Berkeley Hacker,IY4V,Male M         ,"University of California, Berkeley",1477463214,1479001370
Berkeley Hacker,PBOO,Male L         ,"University of California, Berkeley",1477463217,1478916951
Berkeley Hacker [Waitlist],TEJG,Male M         ,"University of California, Berkeley",1477463222,1478938524
Berkeley Hacker [Waitlist],CP7J,Male S         ,"University of California, Berkeley",1477463222,1477463312
Berkeley Hacker [Waitlist],ROEB,Male M         ,"University of California, Berkeley",1477463224,1477463310
Berkeley Hacker,TDVU,Male S         ,"University of California, Berkeley",1477463232,1478924923
Berkeley Hacker [Waitlist],RMPA,,"University of California, Berkeley",1477463242,1477463242
California Hacker [Waitlist],MELM,Male L         ,"University of California, Merced ",1477463248,1477463325
Berkeley Hacker [Waitlist],Q1HM,Male L         ,"University of California, Berkeley",1477463252,1477463323
Berkeley Hacker [Waitlist],DCT7,Male M         ,"University of California, Berkeley",1477463258,1477495041
Berkeley Hacker,JP86,Male M         ,"University of California, Berkeley",1477463258,1477463351
Berkeley Hacker [Waitlist],VBGM,Female M       ,"University of California, Berkeley",1477463265,1477463304
California Hacker,AAG3,Male L         ,"University of California, San Diego",1477463276,1477463361
Berkeley Hacker [Waitlist],2REK,Male M         ,"University of California, Berkeley",1477463278,1478932024
Berkeley Hacker [Waitlist],SDNX,,"University of California, Berkeley",1477463278,1477463278
Berkeley Hacker [Waitlist],N8GY,Male M         ,"University of California, Berkeley",1477463282,1477463355
Berkeley Hacker [Waitlist],RVDW,Female S       ,"University of California, Berkeley",1477463293,1479001059
Berkeley Hacker [Waitlist],BV7W,Male M         ,"University of California, Berkeley",1477463296,1477463355
California Hacker,MLK6,Male M         ,"University of California, Irvine",1477463302,1477463387
Berkeley Hacker [Waitlist],UASL,,"University of California, Berkeley",1477463305,1477463334
Berkeley Hacker [Waitlist],DS5F,Male L         ,"University of California, Berkeley",1477463306,1478077138
California Hacker,OIHE,Male M         ,"University of California, Irvine",1477463315,1477463470
California Hacker [Waitlist],G9D8,Male M         ,"University of California, Irvine",1477463320,1477465237
Berkeley Hacker [Waitlist],XM8J,Male M         ,"University of California, Berkeley",1477463329,1478975304
Berkeley Hacker [Waitlist],LDQD,Male M         ,"University of California, Berkeley",1477463335,1478963739
Berkeley Hacker [Waitlist],1PC6,Male M         ,"University of California, Berkeley",1477463354,1477463412
Berkeley Hacker,FZV7,Male S         ,"University of California, Berkeley",1477463354,1478929891
Berkeley Hacker [Waitlist],P7KU,Male M         ,"University of California, Berkeley",1477463355,1477463415
Berkeley Hacker [Waitlist],17AW,Male L         ,"University of California, Berkeley",1477463360,1477463513
Berkeley Hacker [Waitlist],SHDC,Male M         ,"University of California, Berkeley",1477463375,1478931984
California Hacker,QQ6E,Female XS      ,"California State University, Monterey Bay",1477463385,1478923975
Berkeley Hacker,FDKH,Male M         ,"University of California, Berkeley",1477463388,1478923723
Berkeley Hacker,HYSW,Female S       ,"University of California, Berkeley",1477463397,1478924050
Berkeley Hacker,X9Z7,Female XS      ,"University of California, Berkeley",1477463398,1478924737
Berkeley Hacker,8WRT,Male L         ,"University of California, Berkeley",1477463398,1478926920
Berkeley Hacker [Waitlist],X9MF,Male S         ,"University of California, Berkeley",1477463401,1477463455
Berkeley Hacker,NQLR,Male M         ,"University of California, Berkeley",1477463414,1477463481
Berkeley Hacker [Waitlist],EOJR,Male M         ,"University of California, Berkeley",1477463424,1477463468
Berkeley Hacker,2JXO,Female L       ,"University of California, Berkeley",1477463426,1478927992
California Hacker [Waitlist],HD2G,Male XL        ,"University of California, Merced",1477463449,1478922270
Berkeley Hacker [Waitlist],PWCD,Female M       ,"University of California, Berkeley",1477463456,1477463647
Berkeley Hacker,ESHE,Female XS      ,"University of California, Berkeley",1477463459,1478924903
Berkeley Hacker [Waitlist],HDWO,,"University of California, Berkeley",1477463462,1477463462
Berkeley Hacker [Waitlist],UPKE,Male M         ,"University of California, Berkeley",1477463464,1477463519
Berkeley Hacker,43CS,Male M         ,"University of California, Berkeley",1477463465,1478925434
Berkeley Hacker [Waitlist],6RGW,Male M         ,"University of California, Berkeley",1477463465,1477464114
Berkeley Hacker,GMKG,Male M         ,"University of California, Berkeley",1477463471,1478923501
Berkeley Hacker [Waitlist],JU7Q,Male M         ,"University of California, Berkeley",1477463474,1477463684
Berkeley Hacker [Waitlist],EIDC,Male M         ,"University of California, Berkeley",1477463476,1477463553
Berkeley Hacker [Waitlist],SYBL,Male M         ,"University of California, Berkeley",1477463478,1478924921
Berkeley Hacker [Waitlist],XPNU,Male M         ,"University of California, Berkeley",1477463498,1478932583
Berkeley Hacker [Waitlist],18AQ,Male M         ,"University of California, Berkeley",1477463510,1478932768
Berkeley Hacker,L1Q1,Male M         ,"University of California, Berkeley",1477463514,1478926147
California Hacker [Waitlist],ON08,Male L         ,"Cal Poly, San Luis Obispo",1477463520,1477463612
Berkeley Hacker [Waitlist],ILMF,,"University of California, Berkeley",1477463522,1477499912
Berkeley Hacker,9MFS,Male M         ,"University of California, Berkeley",1477463526,1477463585
Berkeley Hacker,HSAD,,"University of California, Berkeley",1477463527,1477463560
Berkeley Hacker [Waitlist],ZMJM,Male M         ,"University of California, Berkeley",1477463528,1477463665
Berkeley Hacker,IH3N,Male M         ,"University of California, Berkeley",1477463555,1478924695
Berkeley Hacker,UJ0Q,Male L         ,"University of California, Berkeley",1477463559,1478926585
Berkeley Hacker [Waitlist],UE7P,Male L         ,"University of California, Berkeley",1477463565,1477463689
Berkeley Hacker,ZNGJ,Male L         ,"University of California, Berkeley",1477463568,1478924133
Berkeley Hacker [Waitlist],LIBU,Male M         ,"University of California, Berkeley",1477463582,1477463693
Berkeley Hacker,F17K,Male S         ,"University of California, Berkeley",1477463586,1477463722
Berkeley Hacker [Waitlist],UFI0,Male M         ,"University of California, Berkeley",1477463589,1477463709
Berkeley Hacker [Waitlist],HBDB,Male L         ,"University of California, Berkeley",1477463611,1477463723
California Hacker,NRCQ,Male M         ,"University of Califronia, Merced",1477463612,1478922637
Berkeley Hacker [Waitlist],7DPK,Female S       ,"University of California, Berkeley",1477463615,1477463673
California Hacker,USH4,Male S         ,"University of California, Merced",1477463620,1478922645
Berkeley Hacker [Waitlist],KU2L,Male M         ,"University of California, Berkeley",1477463625,1477463767
Berkeley Hacker [Waitlist],1VCO,Male M         ,"University of California, Berkeley",1477463631,1477771577
Berkeley Hacker,FBGQ,Female S       ,"University of California, Berkeley",1477463654,1477464162
Berkeley Hacker [Waitlist],KEVV,Male M         ,"University of California, Berkeley",1477463657,1478971343
Berkeley Hacker,JGFO,Male L         ,"University of California, Berkeley",1477463668,1477463804
California Hacker,HRYI,Male S         ,Stanford University,1477463668,1477463738
Berkeley Hacker,E93I,Male M         ,"University of California, Berkeley",1477463683,1477463752
Berkeley Hacker,3GJO,Female M       ,"University of California, Berkeley",1477463695,1477463800
Berkeley Hacker,NO8L,Male M         ,"University of California, Berkeley",1477463713,1477463826
Berkeley Hacker,ESP9,Female S       ,"University of California, Berkeley",1477463721,1478924025
Berkeley Hacker [Waitlist],DJIH,Female XS      ,"University of California, Berkeley",1477463722,1477463786
Berkeley Hacker [Waitlist],DXAG,Male M         ,"University of California, Berkeley",1477463744,1477463898
Berkeley Hacker,NOJH,Male M         ,"University of California, Berkeley",1477463745,1478924624
Berkeley Hacker,M9PA,Male M         ,"University of California, Berkeley",1477463765,1477463820
Berkeley Hacker,Q582,,"University of California, Berkeley",1477463767,1477463767
California Hacker [Waitlist],TJCO,Male L         ,"University of Southern California, LA",1477463776,1477464330
Berkeley Hacker,UVAJ,Female S       ,"University of California, Berkeley",1477463777,1478924805
Berkeley Hacker,G2M2,Female S       ,"University of California, Berkeley",1477463787,1478924686
California Hacker,N0ZA,Male M         ,Fudan University,1477463794,1478918628
California Hacker [Waitlist],ZZGB,Female S       ,Stanford University,1477463796,1477463890
Berkeley Hacker,90LV,Male M         ,"University of California, Berkeley",1477463807,1477465367
Berkeley Hacker [Waitlist],TQGZ,Male M         ,"University of California, Berkeley",1477463819,1477464030
Berkeley Hacker [Waitlist],ITLD,Male M         ,"University of California, Berkeley",1477463824,1477463907
California Hacker [Waitlist],QIRD,Male M         ,"Cal Poly, San Luis Obispo",1477463824,1477464058
California Hacker,HG9R,Female S       ,University of southern california,1477463841,1477463958
Berkeley Hacker,HFZZ,Male M         ,"University of California, Berkeley",1477463857,1478923168
California Hacker [Waitlist],ZWTC,Male L         ,"California Polytechnic State University, SLO",1477463863,1479000623
California Hacker,OWVA,Male M         ,Stanford University,1477463872,1477463939
California Hacker [Waitlist],LPM5,Male M         ,"California Polytechnic State University, San Luis Obispo",1477463873,1477464222
Berkeley Hacker [Waitlist],B9CP,Female S       ,"University of California, Berkeley",1477463877,1477463915
Berkeley Hacker,PIXE,Female M       ,"University of California, Berkeley",1477463877,1478389849
Berkeley Hacker [Waitlist],NPXM,Female M       ,"University of California, Berkeley",1477463879,1477464158
Berkeley Hacker,3VUX,Female S       ,"University of California, Berkeley",1477463880,1478923994
California Hacker [Waitlist],BON6,Male M         ,"University of California, Los Angeles",1477463888,1478924028
Berkeley Hacker [Waitlist],VGZ9,Female S       ,"University of California, Berkeley",1477463895,1477463978
Berkeley Hacker [Waitlist],JGRQ,Male M         ,"University of California, Berkeley",1477463896,1477463960
Berkeley Hacker,0Q8Z,Male L         ,"University of California, Berkeley",1477463905,1478927580
Berkeley Hacker,AII8,Male L         ,"University of California, Berkeley",1477463905,1478929724
Berkeley Hacker [Waitlist],NOMG,Female M       ,"University of California, Berkeley",1477463908,1477464038
Berkeley Hacker,WTNT,Male S         ,"University of California, Berkeley",1477463918,1477464066
Berkeley Hacker [Waitlist],YVX4,Male S         ,"University of California, Berkeley",1477463941,1477463996
Berkeley Hacker,VJSI,Male L         ,"University of California, Berkeley",1477463942,1477464006
Berkeley Hacker,H9IK,Male M         ,"University of California, Berkeley",1477463970,1478932006
Berkeley Hacker,0OAL,Male L         ,"University of California, Berkeley",1477463978,1478924268
Berkeley Hacker,RTRW,Male M         ,"University of California, Berkeley",1477463980,1478926237
Berkeley Hacker,DXUW,Female M       ,"University of California, Berkeley",1477463982,1478924922
Berkeley Hacker,FRXJ,Male S         ,"University of California, Berkeley",1477464008,1478925755
Berkeley Hacker,Q1GY,,"University of California, Berkeley",1477464009,1477727446
Berkeley Hacker [Waitlist],13QZ,Male M         ,"University of California, Berkeley",1477464013,1478926942
Berkeley Hacker,2SYJ,Female M       ,"University of California, Berkeley",1477464038,1478928402
California Hacker [Waitlist],CGNG,,,1477464041,1477464041
Berkeley Hacker [Waitlist],Z1WC,Male M         ,"University of California, Berkeley",1477464044,1478975117
